scope,horizon,arm,formulation,bundle,v,status,reason,n_fit,fit_max_target_ord,fit_label_cutoff_ord,weight_origin_ord,model_kind
2025,12,C,direct,X1,24288,ok,,1653,24276.0,24276,24276,xgboost
2025,12,D,direct,X6,24278,ok,,43,24264.0,24266,24266,xgboost
2025,12,D,direct,X6,24283,ok,,603,24270.0,24271,24271,xgboost
2025,12,D,direct,X6,24288,ok,,1653,24276.0,24276,24276,xgboost
2025,12,D,residual,X6,24278,unsupported,no baseline-supported fitting rows,0,,24266,24266,
2025,12,D,residual,X6,24283,ok,,32,24270.0,24271,24271,xgboost
2025,12,D,residual,X6,24288,ok,,96,24276.0,24276,24276,xgboost
2025,12,A,direct,X3,24294,ok,,1998,24278.0,24282,24282,xgboost
2025,12,B,direct,X1,24294,ok,,1998,24278.0,24282,24282,xgboost
2025,12,C,direct,X1,24294,ok,,1998,24278.0,24282,24282,xgboost
2025,12,D,direct,X6,24294,ok,,1998,24278.0,24282,24282,xgboost
2025,12,D,residual,X6,24294,ok,,108,24278.0,24282,24282,xgboost
2026,12,A,direct,X2,24288,ok,,524,24276.0,24276,24276,xgboost
2026,12,A,direct,X2,24294,ok,,869,24278.0,24282,24282,xgboost
2026,12,A,direct,X2,24303,ok,,1573,24288.0,24291,24291,xgboost
2026,12,B,direct,X6,24288,ok,,524,24276.0,24276,24276,xgboost
2026,12,B,direct,X6,24294,ok,,869,24278.0,24282,24282,xgboost
2026,12,B,direct,X6,24303,ok,,1573,24288.0,24291,24291,xgboost
2026,12,C,direct,X6,24288,ok,,524,24276.0,24276,24276,xgboost
2026,12,C,direct,X6,24294,ok,,869,24278.0,24282,24282,xgboost
2026,12,C,direct,X6,24303,ok,,1573,24288.0,24291,24291,xgboost
2026,12,D,direct,X1,24288,ok,,524,24276.0,24276,24276,xgboost
2026,12,D,direct,X1,24294,ok,,869,24278.0,24282,24282,xgboost
2026,12,D,direct,X1,24303,ok,,1573,24288.0,24291,24291,xgboost
2026,12,D,residual,X1,24288,ok,,32,24276.0,24276,24276,xgboost
2026,12,D,residual,X1,24294,ok,,44,24278.0,24282,24282,xgboost
2026,12,D,residual,X1,24303,ok,,383,24288.0,24291,24291,xgboost
